name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Riannon Greenwald,"{779: 1.0, 63: 0.8154088643627464, 581: 1.0, 859: 0.0, 368: 1.0, 195: 0.0, 818: 0.0, 954: 0.0, 879: 0.0, 470: 1.0, 164: 0.0, 270: 0.4474353067350165, 820: 0.0, 114: 0.0, 787: 0.06512746209013898, 979: 1.0, 550: 1.0, 868: 0.0, 870: 0.0, 85: 0.9197257428839265, 91: 1.0, 116: 1.0, 129: 0.0, 319: 0.0, 432: 1.0, 485: 1.0, 496: 0.0, 591: 0.0, 651: 0.3139573714183008, 869: 1.0}",34.0,single,m,straight,fit,,socially,never,graduated from masters program,middle eastern,72.0,-1.0,sales / marketing / biz dev,,,,no,"english (fluently), farsi (okay), spanish (okay)",Linear Classifiers 1k/674.joblib
Lorie Valerio,"{787: 0.22639501322495548, 335: 0.7045141979053682, 877: 0.520066329604564, 52: 0.0, 71: 0.6887401822121504, 127: 0.2242122829800106, 143: 0.7723835804013817, 205: 1.0, 256: 0.0727031108308136, 365: 0.7089708689581755, 369: 0.8225824647590709, 397: 1.0, 644: 1.0, 654: 1.0, 727: 1.0, 779: 0.0, 816: 0.12389653796861388, 866: 0.2693914246193643, 895: 1.0, 931: 0.0, 936: 0.5255882004550241, 937: 1.0}",59.0,single,f,straight,thin,,rarely,never,graduated from college/university,white,68.0,70000.0,,doesn't want kids,,christianity and somewhat serious about it,no,english,Linear Classifiers 1k/669.joblib
Albertina McClimans,"{908: 0.625293330240174, 602: 0.5322865112714936, 567: 0.14428117465067913, 829: 0.0, 182: 0.0, 818: 0.0, 995: 1.0, 805: 0.0, 750: 0.0, 357: 1.0, 168: 1.0, 528: 0.1271024968151533, 664: 1.0, 781: 0.7194429930303823, 534: 1.0, 77: 1.0, 102: 1.0, 107: 1.0, 120: 0.3329399837250797, 250: 0.7398577266361812, 392: 1.0, 462: 0.0, 563: 1.0, 570: 0.0, 645: 0.22487918761066972, 856: 1.0, 920: 1.0, 934: 1.0}",31.0,single,m,straight,athletic,,rarely,,graduated from masters program,black,77.0,-1.0,artistic / musical / writer,,has dogs,christianity and very serious about it,trying to quit,english (okay),Linear Classifiers 1k/380.joblib
Gertrud Meter,"{656: 0.5038756921416851, 894: 0.6850301676353943, 418: 0.7782433697754554, 799: 0.5338051553430176, 620: 1.0, 506: 0.8741346446170004, 564: 1.0, 182: 0.6485325253081293, 308: 0.8032515322639955, 931: 0.1565490935309395, 399: 0.6349758663899943, 384: 0.7356780438597905, 3: 0.523951338736163, 917: 0.25957758999541536, 71: 0.7597153805591521, 12: 0.6199084591564521, 48: 0.0, 57: 1.0, 122: 0.23269123002156356, 136: 1.0, 145: 0.3592506951637042, 173: 0.9024243057000776, 319: 0.8132797276550567, 325: 0.3104317879720524, 474: 0.6354320425672175, 578: 0.44349924051866507, 767: 0.5816995762342181, 789: 0.3910355606969964}",19.0,single,m,straight,a little extra,,socially,,graduated from high school,white,73.0,20000.0,other,,has dogs and has cats,,no,english,Linear Classifiers 1k/736.joblib
Danika Odysseus,"{558: 1.0, 672: 0.0, 763: 0.3910260883698484, 972: 0.0, 406: 0.0, 268: 0.5322262561792215, 787: 0.8603969600859358, 32: 0.6136632131972277, 303: 0.0, 362: 0.8081441816795163, 456: 0.0, 459: 1.0, 735: 0.0, 828: 0.0, 843: 0.05186811702726857, 945: 0.8945916233562698}",29.0,single,f,straight,athletic,mostly anything,socially,never,graduated from masters program,white,68.0,-1.0,education / academia,,likes dogs and has cats,,no,english,Linear Classifiers 1k/590.joblib
Allis Sawtelle,"{818: 1.0, 853: 1.0, 585: 0.5760026667695277, 445: 0.8980303988720821, 69: 0.0, 132: 1.0, 152: 0.3225285969064411, 180: 0.0, 237: 0.0, 244: 0.18691642522843632, 264: 0.0, 276: 0.03016402249012029, 279: 0.0, 323: 0.22235180554553557, 330: 0.0, 546: 0.2596207223685505, 548: 0.893503429393584, 559: 0.0, 633: 0.0, 733: 0.7744084498363442, 918: 0.0}",55.0,single,f,straight,curvy,,socially,,graduated from college/university,white,66.0,-1.0,other,has kids,likes dogs and has cats,,no,english,Linear Classifiers 1k/950.joblib
Hettie Arvo,"{971: 0.5102569490863864, 473: 0.46066174098666357, 992: 0.5471441258607279, 120: 0.38635212900931015, 906: 0.9199350986409711, 506: 0.3212572340288924, 12: 0.3363864819567013, 87: 0.6085437405011098, 145: 0.528688504932771, 244: 0.08873967112680958, 322: 0.17622624837157375, 479: 0.00791947286101613, 667: 0.0, 707: 0.0, 765: 0.1640735710766128, 925: 0.7268989479160353, 982: 0.23996830592307772}",45.0,single,m,straight,average,mostly anything,socially,never,college/university,asian,65.0,-1.0,science / tech / engineering,has a kid,,christianity,no,"english (okay), tagalog (fluently)",Linear Classifiers 1k/539.joblib
Catharine Georgy,"{971: 0.5465235233144057, 821: 0.07762981244572398, 844: 0.5113253902281665, 213: 0.42065078345881846, 278: 0.5223654037244048, 930: 0.4445076319035217, 46: 0.2915975412891987, 160: 0.0, 561: 0.3676514220602707, 111: 0.2240571365555315, 147: 0.0, 130: 0.9297980393995622, 381: 0.048404919489234643, 97: 0.0, 510: 0.06234766157864868, 926: 0.08742112685113401, 78: 0.24564172658858574, 425: 0.17639186532478845, 371: 0.0, 417: 0.0, 112: 0.0, 718: 0.6365914370615595, 749: 0.0, 87: 0.33642326696339, 351: 0.0, 365: 0.6377383842207522, 369: 0.6287553544069246, 393: 0.0, 559: 0.43674994912175036, 583: 0.0, 586: 0.7687077564946536, 727: 0.0, 770: 0.0, 781: 0.6655996729126841, 928: 0.34226789425700943}",49.0,single,f,straight,average,mostly anything,socially,never,,white,69.0,-1.0,,has kids,has dogs and likes cats,christianity but not too serious about it,no,english,Linear Classifiers 1k/288.joblib
Chloris Abernon,"{705: 1.0, 986: 0.9225136893601089, 25: 0.6102557419375163, 61: 0.7199201080048834, 585: 0.4718400233356874, 615: 0.5698750395536205, 267: 0.1834223048021677, 860: 0.9675243749816183, 220: 1.0, 494: 0.45635293579202774, 685: 1.0, 701: 1.0, 109: 0.28053102675817954, 43: 0.23691643542936802, 89: 0.21106880959685093, 103: 0.4925694041866606, 260: 0.0, 279: 0.5728456666495383, 283: 0.0, 470: 0.18434959667426298, 533: 1.0, 588: 0.0, 630: 0.2805093234415583, 783: 1.0, 904: 1.0}",21.0,single,m,straight,skinny,mostly anything,socially,,working on college/university,white,71.0,-1.0,computer / hardware / software,,likes dogs and likes cats,atheism but not too serious about it,no,"english (fluently), french (okay), c++ (fluently), lisp (poorly)",Linear Classifiers 1k/441.joblib
Eolanda Cookie,"{65: 0.0, 158: 1.0, 596: 0.0, 356: 1.0, 120: 0.11294888448279039, 61: 1.0, 358: 0.0, 888: 0.0, 455: 0.6318632568714904, 510: 0.0, 859: 0.8159394313502162, 77: 0.0, 706: 1.0, 118: 0.0, 136: 1.0, 167: 1.0, 171: 1.0, 310: 0.0, 312: 1.0, 491: 1.0, 543: 1.0, 711: 0.4068360185987743, 729: 0.0, 796: 1.0}",27.0,single,f,straight,curvy,,socially,never,graduated from med school,indian,61.0,-1.0,sales / marketing / biz dev,,likes dogs,hinduism but not too serious about it,no,english (fluently),Linear Classifiers 1k/642.joblib
Estell Poppy,"{806: 0.6136709532478761, 290: 0.7743444829286084, 556: 0.05337015357379471, 678: 1.0, 112: 0.0, 429: 1.0, 452: 0.7812554190275645, 586: 0.3766978132408685, 336: 0.9086719572912454, 550: 0.0, 750: 0.8531562978976179, 417: 1.0, 416: 1.0, 0: 0.0, 837: 0.021886877884313094, 126: 1.0, 23: 0.8137671328718419, 663: 0.31097173644755216, 479: 1.0, 54: 0.4375042619877103, 261: 0.159639597401517, 331: 1.0, 380: 0.5769634331069291, 381: 0.0, 392: 1.0, 434: 1.0, 499: 0.0, 568: 0.749145006476402, 657: 0.6679309434231424, 814: 0.7492682160961373, 872: 0.5461952147955245}",24.0,single,f,straight,,,socially,,graduated from college/university,indian,68.0,-1.0,,,,,,english (fluently),Linear Classifiers 1k/378.joblib
Marsiella Neils,"{378: 0.0, 8: 0.9164635707101119, 78: 0.6067235805184685, 167: 0.675732527141998, 265: 0.0, 273: 1.0, 286: 0.014304114964076575, 526: 0.0, 751: 0.12776144044053028, 779: 0.8293972239374958, 868: 0.0}",25.0,single,f,straight,skinny,mostly anything,socially,never,graduated from college/university,indian,63.0,-1.0,executive / management,,,other and somewhat serious about it,no,"english (fluently), hindi (okay)",Linear Classifiers 1k/140.joblib
Vonny Quent,"{937: 1.0, 799: 0.0, 879: 0.0, 180: 0.9180233674588927, 285: 0.0, 657: 0.0, 983: 0.0, 238: 1.0, 455: 0.0, 820: 0.460821817434733, 294: 1.0, 720: 1.0, 334: 0.0, 592: 0.0, 170: 0.0, 192: 1.0, 244: 1.0, 491: 0.7362244437200751, 494: 0.0, 735: 0.0, 757: 0.4318155391634065, 837: 1.0, 892: 1.0, 894: 1.0, 910: 0.0, 914: 0.0}",44.0,seeing someone,f,straight,thin,mostly vegetarian,socially,sometimes,graduated from college/university,white,63.0,-1.0,artistic / musical / writer,has kids,likes dogs and has cats,other and laughing about it,when drinking,english (fluently),Linear Classifiers 1k/805.joblib
Dorthy Yorick,"{364: 0.15879871227509845, 431: 0.34090019275511985, 482: 0.37498493630733076, 763: 1.0, 869: 0.04707189156259872, 662: 0.5064133079181641, 449: 0.0, 60: 0.0, 88: 0.61973822764865, 905: 0.6049059024978689, 710: 1.0, 455: 0.507435974229308, 781: 0.4234893691584132, 888: 0.0, 730: 1.0, 477: 0.08085437300985898, 6: 1.0, 690: 0.6685881043263207, 578: 0.20698428162696025, 779: 0.06117349864770105, 32: 1.0, 274: 0.5872190801843393, 12: 1.0, 283: 1.0, 309: 0.18664560553450738, 348: 0.17532095950701265, 373: 1.0, 468: 0.3307947753842049, 479: 0.14444644028700893, 554: 1.0, 609: 0.0, 654: 1.0, 669: 1.0, 776: 0.43721173323800677, 855: 0.8533742396924131, 860: 0.0, 861: 0.6635259234036495, 913: 1.0, 917: 0.0562825115712986, 957: 1.0}",52.0,single,m,straight,athletic,strictly anything,rarely,never,,,72.0,-1.0,other,has kids,likes dogs and likes cats,other and laughing about it,no,"english (fluently), spanish (okay), french (poorly)",Linear Classifiers 1k/95.joblib
Alleen Klemperer,"{772: 0.2105097763592476, 630: 0.0, 891: 0.7133148648163041, 594: 0.6621350395364951, 553: 0.04884366323717382, 20: 0.09046418214604879, 722: 0.4524198817420857, 318: 0.15169823051021902, 966: 0.8107161875859974, 865: 0.24244883443967757, 453: 0.1784140742583058, 675: 0.19380520107449994, 33: 1.0, 324: 0.11216084086043177, 924: 0.8056357641336911, 443: 0.6723430584450099, 697: 0.030538280697974596, 217: 0.3611465126658491, 347: 0.0, 215: 0.5986747097732334, 165: 0.5814860346108199, 77: 0.6812159574784675, 373: 0.13103355058083865, 288: 0.42838138891333477, 27: 0.5003503754346079, 292: 0.5946539124337649, 321: 0.35980936731814883, 426: 0.731153363835537, 542: 0.29238442041528634, 548: 0.4361120124670266, 590: 0.6111990102398408, 596: 0.3034521641833021, 738: 0.7489419031262583, 791: 0.5246075840552518, 923: 0.3707173296291417}",30.0,single,f,straight,fit,mostly anything,rarely,sometimes,college/university,white,66.0,40000.0,sales / marketing / biz dev,"doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism,no,"english (fluently), spanish (poorly)",Linear Classifiers 1k/247.joblib
Kore Han,"{149: 0.5396011036694395, 329: 0.569113003114226, 482: 0.19192347578904023, 98: 0.0, 266: 0.5226043447908628, 179: 1.0, 535: 1.0, 855: 0.0, 90: 0.6480776218536164, 111: 0.0, 305: 0.0, 413: 1.0, 481: 0.8940171917428028, 793: 0.950786238210183, 1000: 0.4667799594685178}",58.0,single,f,straight,curvy,anything,socially,never,graduated from masters program,white,64.0,-1.0,executive / management,has a kid,has cats,judaism and laughing about it,no,"english, english (fluently), hebrew (poorly), spanish (poorly), french (poorly)",Linear Classifiers 1k/327.joblib
Kirstin Jerold,"{809: 0.986854565109464, 640: 1.0, 2: 0.0, 459: 0.9095583735461797, 217: 0.0, 329: 1.0, 86: 0.6628717468556905, 70: 0.43958464399731834, 266: 0.13234663840121086, 211: 0.0, 421: 0.27521678998669186, 393: 0.7309194209395116, 149: 1.0, 897: 1.0, 827: 1.0, 16: 0.12183424114348251, 66: 0.0, 111: 0.93750514185345, 130: 0.0, 169: 0.18664630567731366, 261: 0.0, 363: 0.2641780349314782, 389: 1.0, 450: 0.7481654681394703, 531: 1.0, 592: 0.2554605824793791, 743: 0.29707192446890784, 745: 1.0, 926: 0.5923965382381876, 929: 0.0}",33.0,single,f,straight,average,strictly anything,socially,,graduated from college/university,white,63.0,-1.0,other,"doesn't have kids, but wants them",likes dogs and has cats,judaism and laughing about it,no,"english (fluently), spanish (okay)",Linear Classifiers 1k/350.joblib
Ayn Peg,"{245: 1.0, 200: 1.0, 354: 1.0, 184: 0.5849718082248652, 145: 0.0, 709: 0.7976634579014634, 258: 0.6225680371440001, 195: 1.0, 351: 0.3056124982139439, 146: 1.0, 896: 0.7231298895427622, 788: 0.3111321335604229, 15: 0.8975658403161058, 614: 1.0, 513: 0.5336097831954136, 380: 0.0, 789: 1.0, 670: 0.16585705353636193, 902: 0.18882914875569234, 430: 0.8819052211205287, 3: 0.0, 38: 0.464790612588426, 96: 0.46511282375784635, 130: 1.0, 210: 1.0, 253: 1.0, 383: 0.7021403148494612, 476: 0.09711047913604443, 636: 1.0, 738: 0.4729081662568957, 893: 1.0, 897: 1.0, 957: 0.13878046206540162}",44.0,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,white,68.0,-1.0,executive / management,has kids,,judaism,no,english (fluently),Linear Classifiers 1k/222.joblib
Quintina Merriott,"{425: 0.7856267432807122, 499: 1.0, 788: 0.07102200565742312, 805: 0.0, 592: 0.7480334127925872, 381: 0.6594168699891894, 748: 0.9158682173156301, 435: 0.38588679646287627, 597: 0.6080886514623085, 440: 1.0, 252: 0.31962850374094653, 631: 0.047071457361749225, 944: 0.8512569919665838, 265: 1.0, 644: 0.26426674361031743, 623: 1.0, 219: 0.3914209580519348, 565: 0.21670532350221716, 35: 0.0, 250: 0.46386871834762333, 424: 0.9607916292271561, 446: 0.5094128586348097, 506: 0.06514275017099358, 554: 1.0, 587: 0.7668994247837628, 616: 1.0, 641: 0.2515662212384502, 651: 0.322274135890269, 737: 0.12880354560014906, 744: 1.0, 809: 0.0}",31.0,single,f,straight,fit,strictly anything,often,never,two-year college,white,69.0,-1.0,medicine / health,,,,,english,Linear Classifiers 1k/955.joblib
Dorothy Grimbly,"{235: 0.5692361873595781, 77: 0.0, 749: 0.9125689318868752, 875: 0.29407927039209225, 34: 0.6897780952536309, 218: 0.40743575571359747, 288: 1.0, 122: 0.6475459323120398, 938: 1.0, 710: 1.0, 1: 0.13482506302281427, 27: 1.0, 197: 1.0, 202: 0.7397539990597629, 241: 0.0, 303: 0.0, 327: 0.49654182317405926, 340: 0.8621091867416436, 516: 0.2918067264118247, 596: 1.0, 634: 0.0, 797: 1.0, 876: 1.0, 959: 1.0}",38.0,single,f,straight,curvy,strictly anything,socially,sometimes,graduated from masters program,"indian, white, other",67.0,80000.0,science / tech / engineering,,likes dogs and likes cats,other but not too serious about it,no,"english, spanish (poorly), french (poorly)",Linear Classifiers 1k/768.joblib
Tressa Tengdin,"{914: 0.5834355763859493, 662: 1.0, 93: 0.3362890041035449, 268: 0.458147651353765, 58: 0.27329968627640966, 328: 0.0, 848: 0.0, 742: 0.3264685556449205, 550: 0.0, 118: 1.0, 156: 0.9271264363308136, 218: 0.32140563867621097, 316: 0.5518169792535605, 438: 0.7139980050925674, 484: 0.0, 491: 1.0, 518: 0.0, 776: 1.0, 838: 1.0, 852: 1.0, 867: 0.3599598653620042, 870: 0.9011610753771411, 985: 0.0}",47.0,single,f,straight,average,mostly anything,rarely,never,graduated from masters program,"hispanic / latin, white",63.0,-1.0,executive / management,"doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,no,"english (fluently), spanish (fluently)",Linear Classifiers 1k/86.joblib
Elie Travax,"{851: 0.604259126127245, 170: 1.0, 689: 0.0, 25: 0.668992804504764, 539: 0.0, 980: 0.0, 296: 0.35102925925929496, 32: 0.5393491452756645, 53: 0.7173621209544985, 94: 0.919117491408564, 115: 0.6860270581502355, 120: 1.0, 155: 0.8753144693848678, 182: 1.0, 375: 0.31525934850428916, 384: 0.8852704436244165, 436: 0.09608718365016733, 572: 0.0, 649: 0.6670548988962062, 719: 0.0, 801: 0.8129071852681551, 961: 0.7988765734644576}",29.0,single,m,straight,thin,,socially,,graduated from masters program,indian,74.0,-1.0,science / tech / engineering,,,,,"english (fluently), french (fluently), other (fluently), c++ (poorly)",Linear Classifiers 1k/838.joblib
Peri Glenden,"{541: 0.0, 79: 0.69222275815424, 248: 0.0, 320: 0.0, 639: 0.5251855145692681, 707: 0.0, 823: 0.9227591573676439, 920: 1.0}",28.0,available,m,bisexual,fit,mostly vegetarian,often,sometimes,dropped out of college/university,white,68.0,-1.0,science / tech / engineering,,likes dogs and dislikes cats,other and somewhat serious about it,no,"english (fluently), spanish (poorly)",Linear Classifiers 1k/616.joblib
Damaris Lubin,"{391: 0.21834727395866826, 981: 1.0, 550: 0.0, 652: 1.0, 698: 0.7006092320107964, 219: 0.6565563339301108, 26: 0.21536800615950913, 784: 0.9777122152129416, 13: 0.09150009047685526, 52: 0.755438759116962, 891: 0.9026585300678605, 941: 0.4516352939485908, 213: 0.3288377294566356, 156: 1.0, 242: 0.9457265414580553, 185: 0.8788019406070076, 96: 0.25367581001404904, 121: 0.5515751568722287, 176: 0.7187608383055624, 286: 0.3676998532745892, 322: 1.0, 373: 0.44798291877591545, 556: 0.6524544237691723, 654: 0.42490729175509134, 717: 0.6423828510286889, 769: 0.5191120045285178, 901: 1.0}",40.0,single,f,gay,athletic,,socially,,,white,67.0,-1.0,artistic / musical / writer,"doesn't have kids, but might want them",likes dogs,,no,english,Linear Classifiers 1k/772.joblib
Nessie Carlson,"{729: 0.9825155342408491, 333: 0.5930761138994551, 988: 1.0, 332: 0.0, 765: 0.606364583403721, 140: 0.8154516620103336, 958: 1.0, 821: 0.6944397201386199, 422: 0.8790734804611544, 531: 0.5936724223493606, 519: 1.0, 807: 0.261499132647911, 950: 0.22638506212942477, 50: 0.0486324372542839, 325: 0.7265348913496985, 178: 0.31508247693647107, 446: 1.0, 155: 0.9291275647347996, 603: 1.0, 989: 1.0, 392: 0.0, 820: 0.0, 670: 0.9195023355649221, 436: 0.0, 27: 1.0, 37: 1.0, 143: 0.9756909247794243, 170: 1.0, 312: 1.0, 493: 0.4050957058743414, 580: 1.0, 718: 0.0, 768: 1.0, 792: 1.0, 835: 1.0, 965: 1.0}",64.0,single,f,straight,average,mostly anything,rarely,never,graduated from college/university,white,67.0,-1.0,other,has kids,has dogs,catholicism but not too serious about it,no,english,Linear Classifiers 1k/659.joblib
Rori Marden,"{295: 0.0, 684: 0.053143902362321305, 942: 1.0, 280: 0.0, 950: 0.47579443060303467, 33: 0.9796690710951752, 50: 1.0, 110: 0.3063335366030296, 114: 0.7790560835186595, 118: 1.0, 120: 0.4705449079988942, 288: 1.0, 308: 0.3671169540789892, 326: 0.4611438966077402, 388: 0.683544088969732, 438: 0.43838136579325976, 443: 0.8947677901007254, 488: 0.9236818792567851, 492: 0.5153637917009612, 548: 0.48330122787368407, 602: 0.6056870905281189, 703: 0.6290065546048311, 749: 0.4571433212010299, 787: 0.0, 914: 0.05303933583712778}",52.0,single,f,straight,average,,socially,never,graduated from masters program,black,63.0,-1.0,executive / management,,has dogs,catholicism but not too serious about it,no,english,Linear Classifiers 1k/61.joblib
Lelah Keelia,"{528: 0.6828889669750104, 318: 0.6335024708483985, 212: 1.0, 340: 0.7064578639078096, 811: 0.3232240475142518, 787: 0.8191737291036674, 32: 1.0, 94: 0.8218081547701104, 114: 0.6872505891441207, 381: 0.12984214593243237, 481: 1.0, 493: 1.0, 544: 1.0, 567: 0.0, 574: 0.8177336680058662, 666: 0.1221342204372391, 675: 0.46971596084111056, 826: 0.6015850486228782, 876: 0.5167817144750018, 923: 0.5172137143010946, 942: 0.0, 948: 0.6360862902853306}",37.0,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from college/university,,64.0,-1.0,computer / hardware / software,,likes dogs and likes cats,agnosticism and laughing about it,no,english (fluently),Linear Classifiers 1k/263.joblib
Kamilah Demitria,"{810: 0.22636727031812054, 531: 0.2674609349072232, 887: 0.1842530829394573, 823: 0.29679829611156316, 388: 0.20625183018578097, 639: 0.015107817162423598, 129: 0.7893680145841233, 389: 0.0, 782: 0.6454805531210015, 195: 0.04256301119295247, 671: 0.0, 950: 0.07730503366966657, 14: 0.7516052339607113, 248: 0.715101149662317, 885: 0.25564083597627296, 562: 0.3342067131849924, 676: 0.3265216082177753, 929: 0.7994833390472302, 22: 0.2638345433579601, 322: 0.0, 326: 0.39203519842271684, 625: 0.13296252593373525, 33: 0.0, 88: 0.0, 169: 0.22851770292469498, 278: 0.13857014943543877, 387: 0.7195280999938647, 508: 0.25099049336884605, 550: 1.0, 609: 0.6862935623908673, 688: 0.4991523500306818, 711: 0.2978111721102812, 852: 0.0, 905: 0.07657712084471369, 974: 0.8152465081149487}",33.0,single,f,straight,curvy,mostly anything,socially,,graduated from two-year college,white,67.0,-1.0,other,,likes dogs and likes cats,agnosticism,no,english,Linear Classifiers 1k/457.joblib
Kristina Karylin,"{230: 0.0, 900: 0.5047757623674736, 897: 0.2290849311655816, 75: 0.12585715350610727, 197: 1.0, 332: 0.0, 362: 0.17071118535379237, 372: 0.5789281476833377, 390: 0.0, 403: 0.0, 422: 0.4254179457174192, 688: 1.0, 708: 0.0, 739: 1.0, 799: 0.3660748897239692, 800: 0.3271813790592317, 806: 0.8927416055554482, 898: 0.0, 961: 0.01673152238401121}",58.0,married,m,straight,thin,,socially,never,graduated from college/university,white,72.0,-1.0,,has kids,has dogs,,no,english,Linear Classifiers 1k/627.joblib
Kaja Penelopa,"{493: 1.0, 162: 0.0, 521: 1.0, 342: 0.0, 573: 1.0, 154: 1.0, 874: 0.0, 662: 1.0, 621: 0.0, 236: 1.0, 522: 0.0, 844: 1.0, 459: 0.0, 857: 1.0, 839: 0.08455769943165414, 186: 0.44028241507892574, 16: 0.4802041448326406, 27: 0.0, 137: 1.0, 205: 1.0, 347: 0.0, 380: 0.0, 387: 1.0, 713: 0.9592623155688997, 798: 1.0, 906: 0.32980948003813637, 910: 0.2782841902843156}",43.0,single,m,straight,athletic,,socially,,graduated from masters program,white,72.0,150000.0,other,has a kid,likes dogs and likes cats,,no,"english, spanish (okay), yiddish (poorly)",Linear Classifiers 1k/871.joblib
Aurore Romelda,"{380: 0.0, 904: 1.0, 43: 1.0, 861: 1.0, 922: 0.0, 424: 1.0, 860: 0.0, 87: 0.0, 297: 1.0, 170: 0.6331677650301213, 829: 1.0, 1: 1.0, 15: 0.0, 105: 1.0, 202: 0.04380490038974827, 266: 0.0, 453: 0.0, 467: 1.0, 481: 0.0, 537: 1.0, 546: 0.45939671511052227, 749: 1.0, 781: 0.0, 867: 1.0, 932: 1.0}",27.0,single,m,straight,athletic,,socially,never,college/university,,65.0,-1.0,computer / hardware / software,doesn't have kids,,,no,english,Linear Classifiers 1k/881.joblib
Ruthe Johanna,"{624: 0.5403797433978165, 919: 0.9111606125316771, 847: 0.0, 848: 0.34377979254808355, 59: 0.9420086697056171, 730: 0.0, 749: 0.0, 605: 0.9156711284290124, 836: 1.0, 398: 0.21905191734983565, 902: 0.3539204031168086, 787: 0.791157679374916, 264: 0.6190568666485459, 841: 0.6826986719620582, 559: 0.7667286401805176, 411: 0.8562363610661428, 591: 0.5555902875204013, 686: 0.7688070025952172, 68: 1.0, 72: 0.0, 110: 0.6916980071864307, 373: 0.36184498697738243, 539: 0.2858105765537806, 657: 0.2892677810453512, 693: 0.23355265345351173, 982: 0.6251325004134047, 983: 0.3050817904094022}",57.0,single,f,straight,a little extra,anything,not at all,never,graduated from college/university,white,68.0,-1.0,hospitality / travel,,likes dogs and likes cats,catholicism and somewhat serious about it,no,"english (fluently), french (okay)",Linear Classifiers 1k/168.joblib
Josephine Celestine,"{997: 0.0, 639: 0.0, 571: 0.0, 992: 0.157018918421318, 497: 0.992089592820641, 415: 1.0, 420: 0.96398161158932, 693: 1.0, 744: 0.38137925515698523, 61: 1.0, 647: 0.0, 857: 1.0, 91: 0.0, 475: 0.4485973943677095, 925: 0.0, 852: 1.0, 555: 0.8813320921799974, 215: 0.0, 216: 1.0, 762: 0.0, 458: 0.7137221738818065, 335: 1.0, 933: 0.0, 935: 1.0, 23: 0.0, 321: 0.9476381754073597, 567: 0.0, 667: 0.0, 727: 0.0, 907: 0.7295498507030773, 911: 0.0, 966: 0.0, 979: 0.0}",64.0,single,f,straight,athletic,mostly vegetarian,socially,never,graduated from masters program,white,69.0,60000.0,banking / financial / real estate,,,judaism but not too serious about it,no,"english, spanish (poorly)",Linear Classifiers 1k/847.joblib
Ginnie Heidt,"{939: 0.4879979954548377, 341: 0.18481507670911546, 419: 0.07011090897815486, 320: 1.0, 772: 0.854854527020058, 198: 0.8719200731034304, 162: 0.6904623044329983, 53: 0.793347021216039, 97: 1.0, 173: 1.0, 220: 0.0558107009487081, 256: 0.9203812903869915, 308: 0.6568906780598127, 354: 0.3993309968190244, 494: 0.5652788343671826, 687: 0.5820732628855101, 740: 0.023969985096624624, 803: 0.5295820005574878, 881: 0.7230730208515395, 892: 0.23918337859048355, 927: 0.9539333900092453}",41.0,single,m,straight,full figured,strictly anything,rarely,never,,white,69.0,-1.0,computer / hardware / software,"doesn't have kids, but wants them",has dogs,judaism and laughing about it,no,english (fluently),Linear Classifiers 1k/412.joblib
Sara-Ann Solitta,"{17: 1.0, 844: 0.20560840026051785, 88: 0.7057672342064576, 900: 1.0, 485: 1.0, 825: 0.0, 760: 0.0, 157: 0.0, 720: 0.0, 162: 0.0, 226: 0.0, 746: 0.2426740598951982, 439: 0.0, 316: 1.0, 471: 0.0, 308: 0.3593087884269326, 140: 1.0, 790: 1.0, 106: 0.0, 770: 0.0, 640: 0.0, 30: 0.0, 94: 0.4899999999960958, 99: 1.0, 244: 0.0, 646: 1.0, 726: 1.0, 729: 1.0, 875: 0.6480261237805958, 884: 0.0, 950: 1.0, 962: 0.0}",35.0,single,m,straight,fit,,rarely,sometimes,graduated from masters program,"black, white",74.0,100000.0,executive / management,,likes dogs and likes cats,atheism and laughing about it,no,english,Linear Classifiers 1k/227.joblib
Catrina Carvey,"{130: 0.0, 21: 0.6425104085104438, 43: 0.7944822605737176, 196: 0.14445922422678592, 200: 0.0, 451: 0.0, 475: 0.44420970269357785, 574: 0.13691401145986326, 751: 0.7324658966378861, 849: 0.6122559019870364, 937: 0.29233581480683135, 974: 0.6604279262488344}",26.0,single,m,straight,average,strictly anything,socially,never,working on med school,white,73.0,-1.0,medicine / health,,likes dogs,judaism but not too serious about it,when drinking,"english (fluently), russian (fluently), spanish (okay)",Linear Classifiers 1k/916.joblib
