name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Molli Curren,"{825: 0.04004847717091353, 36: 0.11226235929019301, 274: 0.43096559313401794, 646: 1.0, 375: 0.1953077901196334, 571: 1.0, 575: 0.3269433595114464, 726: 0.23244744045558585, 443: 0.4386696228677387, 800: 1.0, 198: 0.13264262109324898, 97: 0.6999939984067982, 552: 1.0, 683: 0.7865476973281416, 954: 0.7268385040393341, 283: 0.2951015348962529, 586: 0.3115297895950442, 365: 0.4365141021210901, 439: 0.6231134957327731, 737: 0.8505279393297078, 911: 0.6033099122434638, 568: 0.3127930377166739, 229: 0.7246048615559078, 54: 0.33964065133078547, 257: 0.9140859950010993, 305: 0.619959319138367, 556: 0.8520187511536923, 615: 0.4558268832914818, 617: 0.9088918603160905, 650: 0.28755525186357733, 751: 0.0, 789: 0.31353473048037994, 805: 0.07972526015654635, 807: 0.0, 992: 0.44871218741266894}",36,single,m,straight,average,strictly anything,socially,never,graduated from college/university,other,71.0,-1,computer / hardware / software,,likes dogs and likes cats,agnosticism,no,"english (fluently), french (fluently), german (okay), spanish (okay)",Linear Classifiers/894.joblib
Laurene Alrich,"{100: 0.9173708004616872, 30: 0.0, 736: 1.0, 804: 0.0, 847: 1.0, 74: 0.40425231270717266, 848: 0.0, 59: 0.0, 452: 0.3843919211361939, 24: 0.0, 31: 0.0, 37: 0.25978923458255565, 45: 1.0, 54: 0.0, 297: 1.0, 542: 1.0, 579: 1.0, 586: 0.5630157697457774, 612: 1.0, 625: 1.0, 656: 1.0, 691: 1.0, 739: 0.0, 792: 0.0, 812: 0.9694746087854798}",40,available,f,bisexual,full figured,mostly anything,socially,,graduated from two-year college,white,64.0,-1,medicine / health,,has dogs and likes cats,buddhism and laughing about it,sometimes,english,Linear Classifiers/820.joblib
Mallory Markman,"{852: 0.8026759045469563, 445: 0.0, 538: 0.0, 848: 0.6361444699457288, 325: 1.0, 818: 1.0, 837: 1.0, 437: 1.0, 513: 1.0, 217: 0.2125469123707293, 286: 0.0, 559: 0.5390367528491602, 984: 1.0, 119: 0.0, 270: 1.0, 548: 1.0, 562: 1.0, 563: 0.2380453660491888, 641: 0.4271011100635622, 915: 1.0, 992: 0.0}",29,single,m,straight,skinny,,socially,,graduated from college/university,asian,72.0,-1,sales / marketing / biz dev,,,agnosticism and somewhat serious about it,,english,Linear Classifiers/146.joblib
Leeanne Gower,"{552: 0.0, 78: 0.2207003750214369, 879: 0.666850580720113, 639: 0.6195065378071236, 994: 0.24787551973892086, 236: 0.0, 889: 0.4184004293624288, 710: 0.013797473934237026, 895: 0.22525026610791388, 680: 0.2419580059553481, 264: 0.6704027346572321, 513: 0.11031047871683519, 120: 0.140160883018706, 518: 0.8924382662424533, 926: 0.0, 430: 0.211105813803818, 216: 0.0, 293: 0.7248772765550164, 681: 0.0, 317: 0.39394405325346993, 62: 0.54745528251626, 169: 0.5164542672711234, 413: 0.29272826636183513, 484: 0.2790665883933814, 604: 0.39763776813891694, 616: 1.0, 630: 0.3980679029363374, 674: 0.930458615340358, 683: 0.6463588857635978, 976: 0.41085624397879483, 984: 0.6729208782800793}",30,single,f,gay,thin,vegetarian,socially,never,graduated from ph.d program,white,67.0,-1,science / tech / engineering,,has cats,agnosticism,no,english,Linear Classifiers/494.joblib
Clarice Maurine,"{271: 1.0, 884: 0.10074347185108778, 75: 0.0, 86: 1.0, 249: 0.9756767358918752, 569: 0.0, 412: 0.8154745418976619, 484: 1.0, 782: 0.0, 671: 1.0, 440: 1.0, 929: 0.28414040259113293, 41: 0.6612171792683077, 596: 0.16441433219110269, 433: 0.4866820607630933, 20: 0.791803393307974, 240: 0.0, 261: 0.0, 280: 0.0, 327: 0.2609401641240896, 387: 0.0, 404: 0.1729010805190574, 421: 0.9431618636801513, 468: 1.0, 540: 0.8530152284504602, 575: 0.36104327344614107, 701: 0.9795047050682972, 823: 0.6515571555250439, 973: 0.2392229719941672}",30,single,f,straight,,,socially,never,graduated from college/university,,65.0,-1,,,,,no,"english (fluently), portuguese",Linear Classifiers/454.joblib
Lanna Melleta,"{510: 1.0, 487: 0.0, 888: 0.0, 156: 0.0, 165: 0.0, 233: 0.0, 247: 1.0, 280: 1.0, 329: 0.0, 333: 0.0, 355: 0.03622023349328529, 389: 0.0, 465: 0.0, 564: 0.9093340964268322, 651: 1.0, 712: 0.0, 718: 0.0, 890: 0.0}",33,seeing someone,m,straight,a little extra,,socially,sometimes,graduated from college/university,white,74.0,-1,,,,agnosticism and laughing about it,no,english,Linear Classifiers/153.joblib
Albertina Roche,"{750: 0.22831945559870226, 686: 0.17521337623806432, 388: 0.0, 810: 0.0, 370: 0.0, 648: 0.6347308408433046, 579: 0.0, 79: 0.0, 418: 0.0, 157: 0.21529875781098906, 500: 0.0, 695: 0.0, 975: 0.7925767851727772, 30: 0.5996624365987853, 553: 0.18486032681942444, 64: 0.31536477906121885, 61: 0.0, 884: 0.0, 53: 0.0, 634: 1.0, 826: 0.0, 621: 0.23327856525224244, 536: 0.0, 487: 0.4268587059825548, 663: 0.0, 72: 0.0, 127: 0.5800000000086833, 155: 0.0, 165: 0.006339356031586307, 196: 0.3358795994255137, 297: 0.00016942158436139554, 430: 0.4712159873760571, 494: 0.0, 555: 0.0, 631: 0.0, 717: 0.0, 925: 0.0}",29,single,m,straight,athletic,anything,socially,never,graduated from college/university,,68.0,-1,science / tech / engineering,"doesn't have kids, but wants them",,,no,english,Linear Classifiers/913.joblib
Bernie Azeria,"{950: 0.663574248207399, 997: 0.5920183445778655, 195: 0.2780624396317475, 516: 0.8376796626558658, 647: 0.2593615551872335, 445: 0.5184579360190273, 802: 0.3912950808774749, 567: 0.735035075042047, 528: 0.1960701427981395, 905: 0.2704126758765337, 214: 0.514819103889194, 261: 0.6560678477442181, 468: 0.4139637831066021, 509: 0.43739252869732015, 577: 0.0, 692: 0.0, 708: 0.21758298602192783, 749: 0.012023342669412518, 764: 0.6587601402246572, 852: 0.23068668796185032, 903: 0.13603242087443368, 921: 0.6979759900805103}",23,single,f,straight,thin,,socially,,working on college/university,white,61.0,-1,,doesn't have kids,,,no,"english (fluently), spanish",Linear Classifiers/877.joblib
Desirae Kathie,"{263: 0.06211584538155357, 597: 1.0, 702: 1.0, 942: 1.0, 8: 0.6544889413386419, 45: 0.0, 623: 0.8061397859026631, 290: 0.9551932086216179, 203: 1.0, 428: 0.0, 59: 1.0, 227: 0.711135315667099, 766: 0.0, 572: 0.5570598865203948, 41: 0.449311704342624, 174: 1.0, 235: 0.9328005754773789, 425: 0.0, 434: 0.9701313444813775, 437: 0.14445670187195914, 447: 0.4690891366929, 488: 0.14484650638576602, 725: 0.8349004221036027, 771: 0.0, 862: 0.0}",33,single,m,straight,athletic,,very often,sometimes,dropped out of space camp,other,71.0,-1,other,,likes dogs and likes cats,,no,english (poorly),Linear Classifiers/687.joblib
Kirbee Dash,"{774: 0.8418787055762635, 83: 0.38680867920922823, 454: 1.0, 339: 0.8544187394530973, 173: 0.4887196693153206, 889: 0.39767536650574487, 773: 0.6172234067697953, 481: 0.18950254727438676, 492: 0.010544419816422845, 817: 0.5388211718849782, 513: 1.0, 732: 0.08293796954818733, 477: 0.5626137424390794, 575: 0.9286706897325856, 206: 0.6672924355426804, 323: 0.4424892433891907, 412: 0.40918789119924037, 828: 1.0, 768: 0.6660271436081739, 366: 1.0, 572: 0.1598459869228419, 711: 0.3515627858546657, 723: 0.3199060453829099, 742: 0.46485498542528125, 784: 0.11221639722583143, 814: 1.0, 880: 0.17502936119212142}",28,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",67.0,-1,science / tech / engineering,,likes dogs and dislikes cats,atheism but not too serious about it,no,"english (fluently), spanish (fluently)",Linear Classifiers/41.joblib
Jasmina Camden,"{106: 1.0, 683: 0.0, 736: 0.0, 67: 0.0, 334: 0.20627826642740743, 522: 1.0, 701: 0.9680002926624791, 708: 0.0, 2: 0.026848294746883994, 789: 0.0, 903: 0.0, 392: 0.0, 128: 0.45092491867840323, 659: 0.8578095077299466, 992: 0.0, 920: 1.0, 737: 0.0, 459: 0.0, 356: 1.0, 652: 0.0, 945: 0.0, 134: 0.0, 214: 0.0, 332: 0.852250979779912, 363: 0.0, 436: 0.40971927795647467, 482: 0.4582429087527373, 546: 0.7603346481235409, 565: 0.0, 587: 0.8607812128521886, 604: 0.12713753310766762, 703: 1.0, 766: 1.0, 772: 0.3497169771108819, 782: 0.0, 795: 0.0, 831: 0.0, 917: 0.0}",31,single,m,bisexual,used up,,very often,often,dropped out of med school,other,65.0,20000,artistic / musical / writer,has kids,has dogs and dislikes cats,christianity and very serious about it,,"english, c++ (fluently)",Linear Classifiers/166.joblib
Miquela Hanshaw,"{270: 0.0, 463: 0.45719625548702236, 420: 0.19025866997516871, 247: 0.0, 859: 0.0, 784: 0.3499696958383449, 166: 0.0, 41: 0.45669205866094664, 518: 0.804747584375824, 935: 0.0, 1: 0.0, 806: 0.8872380927922565, 256: 0.4246168109204467, 805: 0.0, 629: 0.644842821734847, 79: 0.2620998710881439, 691: 0.20394789614420983, 838: 0.42273276188581566, 180: 0.7394584486370652, 146: 0.5857186551539435, 184: 0.24833756394620377, 205: 0.5885538978669871, 265: 0.5582905427504459, 299: 0.08455888427320701, 397: 0.6609241477357779, 426: 0.0, 434: 0.020541062759112272, 556: 0.38696178061669606, 707: 0.1315091435259026, 762: 0.262002575558987}",29,single,m,bisexual,a little extra,mostly vegetarian,socially,sometimes,graduated from ph.d program,"black, other",79.0,-1,student,doesn't want kids,,,no,"english (fluently), french (okay), spanish (poorly), german (poorly), icelandic (fluently)",Linear Classifiers/912.joblib
Monika Merriott,"{943: 0.26143606492909033, 234: 0.7877687037610683, 14: 0.8099999999995711, 314: 0.8729546097668428, 147: 0.6963654459542163, 263: 0.0, 490: 0.0, 437: 0.305241879395481, 652: 0.8047710204551857, 112: 0.33784164355552093, 229: 0.0, 686: 1.0, 433: 0.0, 986: 0.2849913641342732, 430: 0.5540702049091935, 463: 0.9309435605915244, 31: 0.0, 681: 0.7963962918257668, 397: 0.10906146212158463, 92: 0.2760669553912627, 149: 0.0, 605: 0.0, 623: 1.0, 645: 0.0, 705: 0.6866787405429053, 716: 1.0, 836: 1.0, 883: 1.0, 894: 1.0, 897: 0.0}",44,single,f,straight,a little extra,,socially,never,graduated from college/university,"black, native american, white",61.0,-1,computer / hardware / software,doesn't have kids,,christianity and very serious about it,no,english,Linear Classifiers/758.joblib
Wanda Gladstone,"{183: 1.0, 996: 0.0, 814: 0.0, 22: 0.42692812995682017, 161: 0.31407962181466553, 182: 0.7146562110994394, 355: 0.42466791506735513, 379: 0.6964062062767402, 448: 0.13727116759451619, 569: 0.0, 579: 0.6169400883156495, 581: 0.17541415566185936, 617: 0.0, 646: 0.0, 758: 0.0, 828: 0.44112392269141454, 851: 0.4424271418569776}",28,single,f,straight,average,,socially,never,working on two-year college,hispanic / latin,66.0,-1,clerical / administrative,,likes dogs,catholicism,no,english,Linear Classifiers/795.joblib
Tilly Marlie,"{62: 0.48655033952355353, 432: 0.4681992446793375, 499: 0.5434134681571594, 193: 0.3549373435533072, 275: 0.6115205727546806, 9: 0.0, 450: 0.2515674685857938, 580: 1.0, 139: 0.0, 31: 0.5263621125752973, 155: 0.0, 279: 0.41902102015761056, 328: 0.0, 365: 0.4953944419944092, 391: 0.0, 543: 0.895719669407602, 570: 0.9442221671971538, 649: 0.13015166273708534, 686: 1.0, 696: 0.0, 771: 0.5733806694010903, 910: 0.531018344071498, 955: 0.0919773750087165}",47,single,m,straight,fit,anything,socially,never,high school,white,76.0,60000,construction / craftsmanship,has kids,likes dogs and has cats,catholicism and laughing about it,no,english,Linear Classifiers/223.joblib
Latisha Greenwald,"{973: 0.34446996214200953, 512: 0.875438931939154, 975: 0.046946839567624465, 758: 0.7473283780732092, 247: 0.8729939385651103, 352: 0.9858382117741327, 18: 0.0, 967: 0.0, 332: 0.4158328249555483, 949: 0.16272808721269794, 214: 0.5774109007189849, 102: 0.0, 350: 0.0, 834: 1.0, 19: 0.09240859743911845, 993: 1.0, 430: 0.0, 35: 0.0, 62: 0.4830378282799286, 256: 0.17234273909635567, 291: 0.0, 316: 0.34815133774092, 321: 0.9920960376734318, 372: 0.987950900826547, 424: 1.0, 434: 0.7064269651503521, 491: 0.2042139724665204, 493: 0.0, 505: 0.0, 571: 0.49861642801753714, 617: 0.6456346131003183, 628: 1.0, 709: 0.0, 831: 0.0, 925: 0.0, 959: 1.0, 985: 0.0}",24,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,69.0,-1,science / tech / engineering,,likes cats,other and very serious about it,no,"english (fluently), chinese (okay)",Linear Classifiers/771.joblib
Sibella Monk,"{941: 0.9970467366162739, 688: 1.0, 663: 1.0, 38: 0.5701082482169371, 873: 0.6980949161452559, 620: 0.8981865113001497, 13: 0.806716194198156, 37: 0.0, 67: 0.9759233443084057, 9: 0.9389845736589244, 500: 0.5263380843401739, 357: 1.0, 683: 0.2550949480425633, 696: 0.9542200702118251, 833: 0.0, 547: 0.0, 634: 0.48718434453654247, 571: 0.36927125046954945, 44: 0.6255280303080362, 53: 0.7144536343364765, 261: 0.13430130148583874, 336: 0.0, 374: 1.0, 543: 0.7554914830988793, 627: 0.11488838317386474, 642: 0.8311336040525159, 829: 0.9567860082098933, 958: 0.0, 982: 0.9427954901403854, 983: 0.6291227159426995}",28,single,m,straight,athletic,mostly anything,socially,,working on masters program,white,70.0,-1,computer / hardware / software,doesn't have kids,likes dogs and dislikes cats,,no,english,Linear Classifiers/461.joblib
Allyce Argus,"{360: 0.3684302106564932, 616: 0.3652828552330032, 143: 0.08046365084980067, 332: 0.3881181636391524, 810: 0.7943499915472803, 72: 0.5811127460855676, 867: 0.9658114763696135, 571: 0.03646520976860046, 101: 0.8223340832477852, 354: 0.5423326814848455, 320: 0.36338589470493776, 75: 0.26818990500891093, 857: 0.78613878326715, 827: 0.4167672430123748, 193: 0.7490194686021283, 200: 0.07720688143057419, 156: 0.4520897292213135, 970: 0.07598180319587655, 110: 0.5494003863282408, 88: 0.05242696934192459, 999: 0.8551996834793281, 399: 0.27390028556042356, 863: 0.643367055543556, 18: 0.5726557713537455, 102: 0.5820849191828321, 279: 0.03430563188034519, 321: 0.229067345461762, 328: 0.5536516237548312, 338: 0.717084078638627, 422: 0.5946718509067992, 465: 0.594071730194778, 527: 0.41814209924861245, 541: 0.4934875965506764, 594: 1.0, 612: 0.0, 792: 0.07560206119905466, 910: 0.5202423628203467}",40,single,f,straight,average,,socially,never,graduated from med school,black,65.0,-1,medicine / health,,has dogs,,no,"english (fluently), french (poorly), spanish (okay)",Linear Classifiers/896.joblib
Benita Raychel,"{120: 0.0, 698: 1.0, 304: 0.0, 673: 0.0, 755: 1.0, 288: 0.0, 30: 1.0, 483: 0.0, 676: 0.2972722715415017, 909: 0.0, 965: 1.0, 956: 0.0, 561: 1.0, 507: 0.0, 947: 0.0, 912: 0.0, 921: 0.8645709506375692, 139: 0.0, 155: 1.0, 205: 0.6328633993649095, 315: 0.46121408763184135, 323: 0.5129529939246549, 414: 0.2981049875189328, 426: 0.0, 444: 0.0, 641: 0.277503575954432, 686: 0.2632592831878071, 716: 0.0, 857: 0.0, 862: 1.0, 961: 0.2180743097006097}",24,single,m,straight,fit,mostly anything,socially,,working on two-year college,black,72.0,-1,hospitality / travel,,,,sometimes,english,Linear Classifiers/999.joblib
Lusa Emerson,"{725: 0.8391170703764406, 657: 0.03624073845402531, 248: 0.5821995903341097, 575: 0.6747854339481858, 27: 0.0, 138: 0.4131986173551425, 161: 0.3788477831997499, 241: 1.0, 265: 0.0, 417: 0.2777060712200923, 444: 0.343761126488352, 613: 0.6454677619548432, 636: 1.0, 714: 0.2511872910731432, 718: 0.21554996802710402, 735: 0.0, 789: 1.0, 824: 0.031083111103649586, 890: 0.0, 910: 0.675886539688098, 992: 0.0}",20,seeing someone,m,straight,,,,,,,71.0,-1,construction / craftsmanship,has a kid,,,,english,Linear Classifiers/489.joblib
Shandie Rocray,"{332: 0.6235803349407316, 281: 0.22118352498121574, 620: 0.0, 905: 0.29203631545204445, 627: 0.5518663546624882, 562: 0.0, 259: 0.5014950892110672, 155: 0.5167208099418925, 663: 0.7594319331954811, 90: 0.8899418491048916, 83: 0.3443008288496152, 104: 0.6424891073409373, 242: 1.0, 270: 0.8683212538901905, 296: 0.7477970569950809, 496: 1.0, 533: 1.0, 564: 0.0, 684: 0.9140026684446223, 696: 0.8040130232688742, 764: 0.0, 781: 0.04952942321792797, 810: 0.6343865925429295, 821: 0.10140680806483893}",39,single,m,straight,average,mostly anything,not at all,never,graduated from space camp,,71.0,-1,law / legal services,,likes dogs and likes cats,catholicism but not too serious about it,yes,english,Linear Classifiers/246.joblib
Agathe Kronfeld,"{280: 0.9320603195723418, 404: 0.45030083506572804, 505: 1.0, 454: 0.8252798159709669, 639: 0.0, 692: 1.0, 257: 0.0, 711: 1.0, 660: 0.3161170304478902, 582: 0.0, 523: 1.0, 976: 0.25794330602128834, 28: 1.0, 443: 0.18278391646136205, 824: 0.6756264962615117, 50: 0.0, 138: 1.0, 317: 0.5702524179292121, 617: 0.05198287655763023, 581: 1.0, 96: 1.0, 143: 1.0, 205: 0.4638484956640334, 253: 0.6099499630922374, 258: 0.05072024748757542, 356: 0.42809395104354486, 388: 1.0, 401: 1.0, 422: 0.3884066248007785, 670: 1.0, 771: 0.0}",52,single,f,straight,fit,,socially,never,graduated from college/university,white,62.0,70000,rather not say,,likes dogs and likes cats,other and somewhat serious about it,no,"english, english, french",Linear Classifiers/697.joblib
Bobbi Gale,"{866: 0.40892554937589093, 697: 0.5470683534144072, 954: 0.0, 124: 0.6321614062421335, 440: 0.0, 824: 0.0, 225: 0.04323841171649612, 138: 0.0, 847: 0.254627908762484, 929: 0.0, 121: 0.6798552450933198, 858: 0.5093846218772095, 264: 0.808672287805696, 175: 0.0, 170: 1.0, 571: 0.562538169661261, 791: 0.0, 730: 0.0, 441: 0.0, 693: 0.0, 193: 0.130311419480174, 342: 0.06981219640665681, 34: 0.0, 148: 1.0, 390: 1.0, 453: 0.0, 610: 1.0, 694: 0.404222246232005, 712: 0.0, 784: 1.0, 916: 0.0, 933: 0.0}",39,single,m,straight,thin,,socially,never,graduated from law school,white,70.0,-1,law / legal services,doesn't have kids,,,no,english,Linear Classifiers/572.joblib
Zondra Phi,"{45: 0.0, 304: 0.6071838813819053, 800: 0.0, 281: 0.0, 529: 0.7939657262655526, 990: 0.4109268575263396, 68: 0.7081823636099838, 363: 0.0, 320: 1.0, 494: 1.0, 900: 0.0, 734: 0.0, 523: 0.1120760945391357, 266: 1.0, 259: 0.8986663277878488, 644: 1.0, 245: 1.0, 50: 0.13133133085642612, 708: 1.0, 194: 0.1718161189443279, 683: 0.0, 255: 1.0, 18: 0.0, 111: 0.0, 152: 1.0, 184: 0.9833686810952127, 188: 0.16126950959988484, 254: 0.0, 334: 0.5253279115779392, 370: 0.5339332097910159, 381: 1.0, 393: 0.0, 424: 0.0, 429: 0.0, 467: 0.3930645080064057, 490: 1.0, 717: 0.0, 869: 0.8705884322922124}",33,single,m,straight,thin,,,,,white,72.0,-1,,,likes dogs and likes cats,catholicism and laughing about it,,english,Linear Classifiers/973.joblib
Tatiania Syd,"{135: 1.0, 968: 0.17511043068799648, 818: 0.0982701124422487, 366: 0.353697010051929, 659: 0.6228233711299578, 958: 0.3131262334004683, 500: 0.3893169382712456, 769: 1.0, 448: 1.0, 349: 0.1489105144297671, 988: 0.6509009667261236, 784: 0.5461477699832029, 383: 0.0, 688: 0.4122729847000923, 798: 1.0, 115: 0.8275306546884691, 57: 1.0, 69: 0.6868528620455558, 177: 0.6191769347594254, 473: 0.3533446971769032, 707: 0.6200525961874988, 741: 0.0, 789: 1.0, 810: 0.5680909654930604, 850: 0.23273225765247973, 880: 0.21731075863061777}",26,single,f,straight,average,strictly other,socially,,graduated from college/university,,70.0,-1,education / academia,,,,no,"english (fluently), spanish (okay), portuguese (poorly)",Linear Classifiers/177.joblib
Lindie Germann,"{670: 1.0, 852: 1.0, 289: 1.0, 519: 0.0, 601: 1.0, 430: 1.0, 50: 1.0, 242: 0.8066183923084803, 796: 0.0, 838: 1.0, 464: 1.0, 557: 0.0, 486: 0.021548497884843143, 509: 1.0, 905: 1.0, 199: 1.0, 795: 0.7347253521271905, 34: 0.0, 965: 0.0, 871: 0.0, 23: 0.0, 42: 0.8959105143592566, 63: 1.0, 118: 0.9369415826776504, 205: 1.0, 220: 1.0, 225: 0.4877884337870368, 332: 1.0, 344: 1.0, 785: 0.3072352060767335, 848: 1.0, 900: 1.0, 940: 1.0, 952: 0.9801021551211364}",31,single,m,straight,,,,,graduated from college/university,white,69.0,-1,hospitality / travel,,likes dogs and dislikes cats,,,"english (fluently), spanish (poorly)",Linear Classifiers/522.joblib
Tressa Morgun,"{435: 1.0, 248: 0.9108827229367664, 950: 0.5032123297969049, 141: 0.0, 880: 0.9786029249538943, 420: 0.6998299810505775, 3: 0.851976537519576, 92: 1.0, 343: 1.0, 470: 1.0, 16: 0.6164078752146027, 155: 0.7035172315100846, 400: 1.0, 446: 0.6585044254619223, 480: 0.5153627167562158, 524: 0.1903977894990061, 683: 0.6788084620053261, 701: 0.5483916905111896, 706: 1.0}",27,single,m,straight,fit,,socially,never,,middle eastern,71.0,-1,construction / craftsmanship,"doesn't have kids, but wants them",likes dogs and likes cats,islam,yes,"english, arabic",Linear Classifiers/372.joblib
Bobbi Bivins,"{703: 1.0, 577: 0.8579985315989251, 455: 0.0, 752: 1.0, 792: 0.0929446580151021, 824: 0.0, 327: 0.0, 186: 1.0, 209: 0.5575802213968126, 837: 1.0, 409: 0.0, 810: 0.0, 927: 0.0, 5: 0.0, 33: 0.7109832000527243, 178: 0.0, 222: 0.9956658526400384, 306: 1.0, 320: 0.0, 343: 0.0, 392: 0.0, 615: 0.0, 630: 1.0, 631: 0.0, 831: 1.0, 901: 0.0, 925: 0.0, 954: 0.0, 992: 1.0}",60,single,m,straight,fit,mostly anything,not at all,,graduated from masters program,white,70.0,-1,computer / hardware / software,,likes dogs and likes cats,buddhism and somewhat serious about it,no,"english (fluently), c++ (fluently)",Linear Classifiers/720.joblib
Bobbi Maisey,"{713: 1.0, 32: 0.08957662647636333, 401: 0.8525963969674581, 452: 0.0, 71: 0.3385706378423503, 366: 0.3068018405026738, 695: 0.0, 486: 0.11159292688966538, 181: 0.0, 61: 0.4139198098663126, 904: 0.0, 833: 0.0, 287: 0.5594590483996864, 14: 0.6014041426901695, 33: 0.5760430101728868, 53: 1.0, 112: 0.8888943358185681, 122: 0.0, 309: 0.04288492611768113, 436: 0.30418614150029377, 530: 1.0, 632: 0.6605811840821065, 641: 0.22114331284455346, 666: 0.0, 688: 0.0, 701: 1.0, 739: 0.9125412834525886, 980: 1.0}",52,single,f,straight,thin,strictly anything,often,never,graduated from masters program,white,65.0,-1,education / academia,has kids,likes dogs and has cats,agnosticism but not too serious about it,no,english,Linear Classifiers/388.joblib
Jacenta Alfons,"{780: 0.0, 942: 1.0, 170: 0.0, 257: 1.0, 416: 0.7121694241013825, 768: 0.9288013431101771, 332: 0.16741993341193329, 55: 0.0, 692: 0.0, 466: 0.0, 641: 0.0, 958: 0.7213335035096677, 518: 0.0, 25: 0.028728622045213204, 971: 0.0, 842: 0.15350794019664393, 594: 0.29887958660030756, 983: 0.1374729327067561, 272: 0.28128256777917726, 420: 0.0, 22: 0.049888683250562726, 31: 0.023784478743865467, 83: 0.5175091881234644, 127: 1.0, 166: 0.1619486172169773, 276: 0.6571780184623144, 279: 0.166226408872568, 289: 0.843309726688547, 327: 0.0, 453: 0.5181547789277068, 473: 0.0, 500: 0.0, 502: 0.0, 504: 0.0, 601: 0.7915833507323424, 912: 0.8869028622995927, 952: 0.08544089440387559}",42,single,f,straight,a little extra,,socially,never,graduated from college/university,hispanic / latin,64.0,-1,other,,,catholicism,sometimes,english,Linear Classifiers/939.joblib
Queenie Seessel,"{417: 1.0, 586: 0.0, 155: 0.0, 405: 0.0, 665: 0.6449256281510625, 667: 1.0, 1000: 1.0, 803: 0.0, 618: 1.0, 516: 0.0, 496: 1.0, 597: 0.6352922758514756, 917: 0.0, 779: 0.7643032679067696, 735: 1.0, 275: 0.0, 153: 1.0, 467: 0.5589516644620272, 82: 0.0, 124: 1.0, 281: 1.0, 309: 0.30706981356436347, 396: 0.5907539456203783, 423: 1.0, 450: 0.7253974777606138, 506: 0.0, 555: 0.8277051607266497, 640: 1.0, 881: 0.36003936253793767}",31,single,f,straight,overweight,,socially,never,graduated from college/university,white,68.0,-1,entertainment / media,,has dogs,agnosticism but not too serious about it,no,"english, german (poorly)",Linear Classifiers/676.joblib
Fina Lareena,"{465: 0.2718586401651917, 223: 0.4208974680419171, 758: 0.32467644299901854, 357: 0.0, 961: 0.0, 951: 0.8368887024643472, 31: 0.5960558948174828, 381: 0.891888947469837, 411: 0.8532597993620104, 451: 0.3476488120103627, 185: 0.8797959388274665, 59: 0.0, 492: 0.0, 444: 0.4535128342269492, 855: 0.0, 64: 0.5586705060241897, 157: 1.0, 201: 0.5014270083158097, 280: 0.5357615973624099, 396: 0.0, 508: 0.4157713483128709, 695: 0.7385037452765599, 776: 0.8662796356031581, 932: 0.0}",38,single,m,straight,athletic,mostly vegetarian,socially,never,,white,68.0,-1,construction / craftsmanship,,,christianity and laughing about it,no,english,Linear Classifiers/639.joblib
Etta Orelee,"{548: 1.0, 989: 1.0, 997: 1.0, 88: 0.0, 90: 0.9245313107232165, 186: 0.0, 190: 1.0, 197: 0.7581860949722996, 281: 0.2594576957391057, 325: 1.0, 383: 0.0, 431: 0.5862865533691717, 443: 0.01243467920746566, 677: 0.6743871322517556, 678: 1.0, 785: 1.0, 805: 1.0, 940: 1.0}",26,single,m,straight,fit,,socially,never,graduated from college/university,asian,67.0,-1,other,,likes dogs,,no,english (fluently),Linear Classifiers/629.joblib
Molli Gusella,"{687: 0.40724520971749256, 411: 1.0, 165: 0.4194549968061443, 210: 1.0, 790: 0.15705138060944823, 982: 0.14080551100261074, 808: 1.0, 730: 0.6413948128196993, 863: 0.8024316759209285, 211: 0.9277365591602627, 382: 0.9855826099175027, 45: 0.7015243826067442, 15: 0.7906657323317305, 409: 0.43677268142606773, 530: 0.649300641717377, 310: 1.0, 635: 0.7344655447201192, 260: 1.0, 755: 0.16969711130522236, 643: 0.9261611010937539, 878: 0.5544541019852769, 506: 0.41511648241734744, 988: 0.7343847849211114, 386: 0.8513370385679491, 27: 0.589125736346084, 100: 0.1738435166741057, 365: 0.8225897173867629, 388: 0.0, 449: 1.0, 463: 0.8202629046013304, 648: 0.5454397349776849, 672: 0.26235953967216563, 686: 0.0, 695: 0.6083035813800268, 785: 0.0, 825: 0.6068595221552633}",32,single,f,straight,fit,,socially,never,graduated from masters program,asian,64.0,-1,sales / marketing / biz dev,"doesn't have kids, but wants them",,buddhism but not too serious about it,no,english,Linear Classifiers/0.joblib
Lisette Erb,"{659: 0.44051083813779623, 541: 0.8403633473003862, 95: 1.0, 167: 1.0, 336: 0.0, 546: 0.6737712584057958, 407: 0.0, 297: 0.8566703470195134, 934: 0.9257736578577096, 527: 0.0, 482: 0.0, 343: 1.0, 159: 0.41504878866701844, 984: 1.0, 318: 1.0, 353: 0.0, 402: 1.0, 747: 0.0, 910: 0.4819430035778498, 962: 1.0, 995: 0.16360285998597712}",40,available,m,straight,fit,,,never,,,72.0,-1,,,,,,english,Linear Classifiers/224.joblib
