name,neighbors,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,pets,religion,smokes,speaks,linear classifier
Rochette Alva,"{195: 1, 752: 0, 90: 0, 240: 0.1999006014194089, 893: 0.3678150364671797, 901: 0.5456374812502078, 704: 0, 146: 0.06792333921528648, 946: 0.41262897884075045, 403: 0.39312103494420203, 390: 1, 246: 0.016059484226590648, 514: 0, 143: 0, 43: 1, 170: 0.20083030754731013, 204: 0.7470701477986932, 225: 0, 299: 1, 359: 0.522317439114607, 456: 0, 554: 0, 561: 0.06150179213573459, 622: 0.48317984778498513, 664: 0.07938905258234463, 894: 0.8417286726383297}",33,single,f,straight,skinny,,socially,never,college/university,"hispanic / latin, white",60.0,-1,,doesn't have kids,,,no,english,Linear Classifiers/593.joblib
Dotty Wilona,"{351: 1, 167: 0, 851: 1, 214: 1, 480: 1, 522: 1, 979: 1, 625: 0.9775596618878541, 24: 1, 830: 0.8314635806272666, 500: 0.33306259217573064, 916: 0, 95: 0.38047269356164826, 285: 0, 567: 1, 722: 1, 493: 0, 640: 1, 633: 1, 49: 0, 175: 0, 190: 1, 302: 1, 325: 1, 428: 0, 472: 1, 486: 0.9054173455831904, 511: 0, 615: 0, 630: 1, 650: 0, 664: 0, 812: 0.20274526420645955, 898: 0, 972: 1}",38,single,m,straight,average,other,not at all,,,,68.0,-1,,,,,trying to quit,english,Linear Classifiers/878.joblib
Karena Chesna,"{806: 0.456208012012735, 599: 0, 652: 0.6852390566979913, 813: 0.3376967554088788, 564: 0.49644819423146025, 784: 0.41439542046125943, 737: 0, 344: 0.4556880033036572, 301: 0.3356688070908369, 703: 0.7772791576473006, 55: 0.007301218845623403, 20: 0.34673026568447707, 882: 0.9243768865018902, 768: 0.12494409061951028, 232: 0.5537581531769735, 858: 0.42887683922019093, 185: 0.5231344283238206, 315: 0.35746362292165923, 804: 0.5474277954010889, 623: 0.4850461163540922, 641: 0.26494167819248116, 362: 0.09182415504275276, 42: 0, 67: 0.7142699972178699, 110: 0.34274419601554396, 224: 1, 283: 0.44358060941037536, 303: 0.0042246498597071636, 456: 0.03809912259366133, 536: 0.5958970280072835, 550: 0, 557: 1, 715: 0.20526216454352397, 760: 0.7259017295299897, 798: 0.6427706158697832, 936: 0}",49,available,m,straight,athletic,strictly anything,socially,sometimes,dropped out of space camp,"white, other",70.0,-1,artistic / musical / writer,"has kids, but doesn't want more",likes dogs and likes cats,agnosticism and very serious about it,no,"english, esperanto (poorly)",Linear Classifiers/232.joblib
Gavrielle Allys,"{893: 0, 409: 0.9412640631313671, 724: 0, 793: 1, 653: 1, 881: 0.5026096635517305, 623: 0.23218388919572241, 945: 0, 572: 0, 398: 0.879931051949697, 184: 0, 45: 0, 311: 0, 71: 1, 781: 0.20879818836621844, 807: 0.7623300500084724, 212: 0, 330: 0, 73: 0.7874450620613125, 129: 0, 191: 0.9202663307215886, 192: 1, 495: 0, 529: 0.07146987965605511, 750: 0, 785: 0.593701491666673, 813: 0.45629984298236614, 851: 1, 900: 0, 955: 0.38328167082802445, 956: 0.6610795400162708, 962: 0}",35,single,m,straight,athletic,,socially,,graduated from college/university,white,70.0,-1,entertainment / media,,likes dogs and likes cats,,no,english,Linear Classifiers/7.joblib
Sharlene Nea,"{662: 0.7200753325993823, 744: 0, 76: 0.6358615467061419, 738: 0.787989386446772, 127: 1, 618: 1, 973: 1, 894: 1, 524: 1, 867: 0, 653: 0.6491980460002988, 13: 1, 922: 0.18231042315761403, 581: 1, 246: 0.08077391745797424, 831: 0, 823: 0, 705: 0.6861043754569929, 451: 1, 916: 0.47066398112642105, 638: 0, 387: 0.7796776653525113, 308: 0.19894740343124262, 609: 1, 3: 0.20659688470252124, 224: 1, 368: 0.3374578570517661, 378: 1, 416: 1, 442: 0.08770019057247147, 443: 1, 627: 0.5106100807474752, 782: 0.5107722259764893, 917: 0}",20,single,f,straight,curvy,vegan,,,,hispanic / latin,60.0,-1,,,has dogs,,no,"english (fluently), spanish (fluently), french (poorly)",Linear Classifiers/549.joblib
Barbi Mich,"{343: 0, 361: 1, 571: 0, 151: 0, 884: 1, 526: 1, 246: 1, 515: 0.8127437144060581, 750: 1, 35: 0.8157083750447969, 952: 0, 879: 0.2065162788322974, 511: 0, 17: 0, 72: 1, 114: 1, 172: 1, 285: 0.9250048205880832, 616: 0, 790: 0, 887: 1, 944: 0}",22,single,m,straight,athletic,,not at all,,,white,67.0,-1,,,likes dogs and likes cats,agnosticism and laughing about it,no,"english (fluently), french (fluently)",Linear Classifiers/701.joblib
Marcy Elsinore,"{764: 1, 177: 1, 148: 1, 742: 0.41786226287733585, 179: 1, 782: 0.8345042984731781, 203: 1, 622: 0.21708616637842226, 371: 1, 41: 0, 448: 1, 555: 0, 7: 1, 104: 0.4873936073963101, 182: 1, 219: 1, 260: 0.4220718066803797, 313: 0, 477: 1, 539: 0.4335789332660793, 584: 1, 596: 0.8379515798991348, 614: 0, 617: 0.58690975752879, 659: 0.8579185632296407, 746: 0, 892: 0.6269456142799039, 948: 1}",32,single,m,straight,curvy,mostly anything,rarely,sometimes,graduated from space camp,"hispanic / latin, white",83.0,70000,other,,likes dogs and likes cats,buddhism but not too serious about it,when drinking,"english (fluently), spanish (poorly)",Linear Classifiers/382.joblib
Darlleen Kylander,"{407: 0, 250: 0.35184382127792624, 416: 0, 431: 0, 579: 0.9229748232359096, 615: 0.19057765272964744, 620: 0, 770: 1, 774: 0.16838480326614658, 832: 1, 900: 0.20812874083171806, 961: 1}",25,single,m,straight,skinny,,socially,often,,,70.0,-1,rather not say,,,,trying to quit,english,Linear Classifiers/206.joblib
Lonnie Edmund,"{632: 0, 478: 0.10492166638396982, 633: 0.4238109391432987, 263: 0.17295048632668575, 138: 0.38861025513912395, 237: 0.2970521654314999, 494: 0, 523: 0.18928101587792368, 622: 0.09419613480169753, 444: 0, 795: 0.37527195983081585, 52: 0.3792275854810696, 25: 0.8187176888871601, 899: 0, 322: 0, 56: 0, 212: 0.8842452113093286, 234: 0.1666071352942371, 302: 0, 310: 0.030632254383124113, 337: 0, 338: 0.48026001281361275, 350: 1, 355: 0.056273116386597266, 385: 0.21420403878285255, 390: 0.39679433208191295, 426: 0.5497683357037473, 515: 0.32374935776467195, 598: 0.8053254672986321, 637: 0, 768: 0.6108041009511616, 887: 0.31060775653369666, 912: 0, 927: 0.31435009261916225, 982: 1}",26,single,f,straight,a little extra,strictly vegan,desperately,often,dropped out of high school,other,59.0,-1,other,,,other,yes,english,Linear Classifiers/820.joblib
Natka Couture,"{975: 0.1135184166010923, 121: 1, 126: 1, 143: 0.29137453621284415, 159: 0, 178: 0.019535850499089236, 222: 0, 472: 1, 560: 0.5070790872353328, 580: 1, 668: 1, 804: 0, 927: 0}",23,single,m,straight,average,mostly anything,socially,sometimes,working on college/university,asian,71.0,20000,artistic / musical / writer,doesn't have kids,has dogs and likes cats,,yes,"english (fluently), korean (okay), french (poorly)",Linear Classifiers/206.joblib
Anica Sasnett,"{597: 1, 285: 1, 495: 0, 127: 0, 494: 0.8254977106284587, 533: 0.7089673363980307, 571: 0, 819: 0.040633039777375785, 990: 0.03282117235306073, 47: 0, 347: 0.8815812488457905, 314: 1, 624: 1, 32: 0.7282340573860439, 827: 0.7083270223811461, 542: 1, 363: 1, 842: 0.5906196022094978, 93: 0.7915049675462399, 171: 0.7428791906273826, 620: 1, 854: 0, 730: 0.23444525886129386, 39: 0.8166848259634114, 113: 1, 120: 0.3065626816304473, 184: 0, 203: 1, 499: 0, 528: 0.6959580092909111, 577: 0.5486963712805124, 578: 1, 587: 0, 671: 1, 673: 0.8763481827613345, 712: 0, 726: 1, 757: 0.9247452146342511, 848: 1}",43,single,m,straight,thin,anything,,,,white,77.0,-1,law / legal services,doesn't have kids,likes dogs,,no,english,Linear Classifiers/216.joblib
Ivett Ovid,"{640: 0, 635: 0.7216784019965525, 738: 0.2319907731485894, 91: 0.09747966002950881, 795: 0.8304487161747287, 920: 0.6173768049279127, 663: 0.8991042991593374, 102: 0, 839: 1, 498: 0.6928595325296467, 644: 0.6108226168708326, 0: 0, 882: 0, 327: 0.22553373725846337, 363: 0.22999999999830278, 457: 0, 346: 0.10764130200572186, 587: 0, 631: 0.22658474678435137, 86: 0.09551770580414831, 140: 0, 14: 0, 82: 0.566849263746668, 161: 0.4914208932528268, 170: 0, 252: 0, 270: 0, 307: 0.25400911292937745, 424: 0.22128182383884398, 764: 1, 800: 1}",28,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,white,69.0,100000,medicine / health,doesn't have kids,,,no,"english (fluently), portuguese (poorly)",Linear Classifiers/781.joblib
Janeczka Ophelia,"{343: 1, 31: 0.7239823746659884, 181: 0.6106518542017785, 297: 0.9564824382650166, 325: 1, 328: 0, 486: 1, 568: 1, 755: 0.8897719403894246, 829: 1, 882: 0}",44,available,m,bisexual,athletic,mostly anything,socially,sometimes,working on college/university,"native american, white, other",76.0,-1,other,has kids,likes dogs and has cats,other and very serious about it,no,english (fluently),Linear Classifiers/744.joblib
Dacia Craggie,"{705: 0.5786526583803573, 377: 1, 754: 0, 225: 0.9372041622373519, 304: 0, 51: 1, 75: 0, 93: 0, 146: 0.6829031172302535, 180: 1, 450: 1, 452: 0.780390643309075, 472: 1, 567: 0, 781: 0.040609815053225695, 898: 1, 971: 0.619479592773934}",22,single,m,gay,thin,mostly anything,socially,,graduated from college/university,white,71.0,-1,student,doesn't have kids,,,no,"english (fluently), french (fluently)",Linear Classifiers/686.joblib
Tamqrah Stuart,"{608: 0, 540: 0.9664545628704779, 481: 0.6294649378202104, 89: 1, 690: 0.5775934044689981, 221: 0.6926839828823166, 944: 0, 696: 1, 57: 0, 964: 0.7604800139072285, 79: 0.09909415804841037, 405: 1, 101: 0.10577830046711378, 280: 0, 687: 0, 795: 0.08248179120903165, 403: 1, 498: 0, 480: 0.6676040415215443, 317: 0.8765359996743509, 52: 0.3036555322245418, 211: 0.2964322211977013, 479: 1, 643: 0.30438662211103473, 249: 0.5594357119866853, 277: 1, 487: 1, 506: 0.7773915538062539, 558: 1, 591: 0.8629198676167205, 683: 0, 720: 0, 756: 0.8144883430352206, 781: 0.9363763364544377, 879: 0.6054148427628299, 911: 0.3820019619544226, 963: 1}",31,single,f,straight,fit,mostly vegetarian,socially,,,white,68.0,-1,,,,,no,english,Linear Classifiers/560.joblib
Andree Sammons,"{905: 0.13503727976904134, 10: 0.36266691321477307, 55: 0.616058641789663, 159: 0.37226581549235593, 178: 1, 179: 0.05545409420181091, 227: 0.5738736011297343, 293: 0, 384: 0.1563872208031789, 440: 0, 487: 0.27901481669444994, 546: 0.09032132679573213, 579: 0.08811949462574287, 608: 1, 641: 0.9204932986624996, 715: 0.5788531494540541, 769: 0.44747100682664165, 823: 0.29215446848124405, 855: 0.8544637395205594, 858: 0}",65,single,m,gay,,,socially,never,graduated from masters program,white,70.0,-1,education / academia,has a kid,likes dogs,,no,"english (fluently), french (poorly)",Linear Classifiers/396.joblib
Chloris Kimmie,"{996: 0.46984922063512435, 189: 0.051820991706771125, 987: 0, 67: 0, 318: 0.29699559102917483, 127: 0, 648: 0.40069963465077496, 620: 0, 829: 0, 631: 0, 87: 0, 531: 0, 245: 0.7126069455399229, 130: 0, 158: 0, 206: 0, 317: 1, 356: 0, 397: 0.5942868343590533, 533: 0, 596: 0, 646: 0.47762560898349093, 674: 1, 763: 1, 798: 0, 847: 0, 862: 0.02318863652283909, 880: 0.02674465602589926}",36,single,f,straight,curvy,,socially,,,white,70.0,-1,medicine / health,doesn't have kids,likes dogs and has cats,,no,english,Linear Classifiers/283.joblib
Kristan Abbot,"{398: 0, 320: 1, 769: 1, 179: 0.14043409664325868, 542: 0.8147314381582937, 174: 0.167239164230768, 997: 0, 650: 0, 289: 0.869472501622278, 48: 0, 473: 0.4402074617546452, 411: 0.12277990889475587, 687: 0.02047207170701215, 780: 0.9987357730539186, 258: 0.36126115167516026, 446: 1, 677: 1, 917: 0, 778: 0, 589: 0.23764568967115185, 592: 0, 933: 0.9726602491045462, 251: 0, 846: 1, 45: 0, 226: 0.960944333028837, 418: 0.18819727084110216, 472: 0.4815853919987285, 503: 1, 597: 0.9419979974935666, 627: 0, 808: 0.5620712939975743, 896: 1}",35,single,f,straight,thin,mostly anything,socially,,graduated from college/university,white,62.0,-1,sales / marketing / biz dev,"doesn't have kids, but wants them",likes dogs,christianity and somewhat serious about it,no,english,Linear Classifiers/345.joblib
Alexine Hillel,"{745: 0, 226: 1, 234: 0, 822: 0.8347510045974795, 362: 0.8329831222470396, 243: 0.6832012068196462, 877: 1, 648: 0.9459853071102904, 11: 0, 554: 0.3033728423978257, 464: 0.46726959903045895, 721: 0, 440: 0.8976147654926789, 832: 0.09035014467140723, 296: 0.5085348565990673, 521: 0.29430472490770754, 882: 0, 31: 0.23892112891895412, 244: 0, 378: 0.2946428984474414, 382: 0.001453193413483156, 384: 0.33052731814943126, 684: 0.8342780585760803, 791: 1, 848: 0, 892: 0.829727256954202}",40,single,f,straight,curvy,mostly other,socially,never,graduated from masters program,"black, indian",70.0,-1,artistic / musical / writer,"doesn't have kids, but might want them",likes dogs and likes cats,christianity and laughing about it,,"english (fluently), italian (okay), chinese (poorly)",Linear Classifiers/96.joblib
Barbara Heidt,"{263: 0, 206: 1, 939: 1, 624: 0.8398671199266641, 383: 0.8813937784725852, 646: 0.5004529952741557, 776: 1, 846: 0, 116: 1, 98: 1, 204: 0.8504405705448317, 219: 0.48962414512554986, 421: 0, 422: 1, 440: 1, 532: 0, 618: 0, 827: 0, 947: 0, 971: 1}",30,single,f,straight,curvy,mostly anything,rarely,never,graduated from two-year college,,66.0,-1,artistic / musical / writer,"doesn't have kids, but might want them",has cats,,no,english,Linear Classifiers/895.joblib
Dianemarie Keelia,"{878: 0, 66: 0.26840666176800454, 108: 1, 549: 0, 320: 0, 503: 0, 255: 0.8951704775459106, 89: 1, 220: 1, 16: 1, 183: 0, 216: 0, 280: 0, 528: 1, 631: 0, 657: 1, 764: 1, 802: 1}",26,single,m,straight,thin,strictly vegetarian,socially,sometimes,graduated from college/university,white,72.0,-1,,"doesn't have kids, but might want them",likes dogs and likes cats,atheism and somewhat serious about it,no,english,Linear Classifiers/287.joblib
Caressa Santoro,"{253: 1, 527: 0.645647585629356, 775: 0.871352775898063, 421: 0.30555872069288315, 540: 0.9329708481964065, 227: 0, 462: 1, 754: 0.9956922025968185, 139: 1, 614: 0, 512: 0, 351: 1, 338: 0.8832191545144008, 800: 0.8360604941118561, 876: 0.4755971373400474, 446: 1, 914: 0.46655508297593595, 371: 1, 838: 0.5132366710950498, 294: 1, 24: 0.5245516080536419, 292: 0.7011929279532145, 138: 1, 242: 1, 310: 0.27528108916099336, 322: 1, 438: 0.8843746495063192, 461: 0.8755482904854146, 483: 1, 594: 0.9484261437330668, 712: 0.8179042150704339, 757: 0.7423998693717007, 873: 1}",23,single,m,gay,fit,mostly vegetarian,socially,,graduated from college/university,"hispanic / latin, other",73.0,-1,other,,,other,no,"english (fluently), spanish (fluently), hindi (poorly), other (poorly), other (poorly)",Linear Classifiers/903.joblib
Latisha Haldas,"{324: 0.08352593739471637, 268: 0.8324550042235641, 889: 0, 738: 1, 139: 1, 999: 0, 29: 1, 935: 0.9045579261141281, 782: 0.09968985035263689, 141: 0.007901561737520879, 969: 1, 313: 0, 34: 1, 855: 0.9594919398092507, 168: 0.31213277688524776, 536: 0.5385901991190316, 819: 0.838765381344051, 7: 0, 952: 0.23762587925184775, 74: 0.2725408503496878, 923: 0.35853211886134506, 858: 1, 107: 1, 92: 0.27441534448696103, 206: 0, 246: 0.16740165420128061, 421: 0.11198067629924413, 718: 0, 837: 1, 904: 0.06197409024716283, 911: 0.3449337257006917}",27,available,m,straight,,,socially,sometimes,graduated from masters program,,68.0,-1,education / academia,,has dogs and likes cats,atheism,no,english (poorly),Linear Classifiers/351.joblib
Bee Hermes,"{808: 0.3555556051970288, 202: 0, 321: 0, 605: 0.5616260774163955, 631: 0.7682322977701603, 160: 0, 671: 0.813788501731664, 77: 0, 604: 0.27053392714181523, 666: 0, 430: 0.7592503639811055, 536: 0.8283760833315967, 113: 0.300830689491844, 135: 0, 193: 0.6932121033229457, 247: 0, 285: 0, 465: 0, 652: 0, 793: 0.06447309949371816, 912: 0.8852026878048256}",36,single,m,straight,average,strictly anything,often,sometimes,dropped out of college/university,white,72.0,-1,entertainment / media,doesn't want kids,,,yes,"english (fluently), spanish (okay)",Linear Classifiers/370.joblib
Estell Levey,"{841: 0, 942: 0, 431: 0.27735659191798945, 103: 0, 212: 1, 571: 1, 109: 1, 337: 0, 413: 1, 473: 1, 481: 0.1620127191151628, 490: 1, 542: 0.21712552851378408, 592: 0.735182069050782, 625: 1, 629: 1, 694: 1, 858: 0.7674163881740945, 932: 0.39519894222247665}",41,available,f,bisexual,fit,strictly anything,often,never,graduated from two-year college,white,66.0,-1,other,doesn't want kids,likes dogs and likes cats,atheism and somewhat serious about it,no,"english (fluently), italian (poorly), french (poorly)",Linear Classifiers/774.joblib
Wendi Thornburg,"{928: 1, 148: 0, 976: 1, 14: 0.33834385252201393, 143: 1, 219: 0, 257: 0, 337: 0.4460570128757395, 434: 0.8532799175435661, 445: 0.4429506198916222, 500: 0.5575896026428686, 685: 1, 781: 0.31470311932089956, 791: 0.7421353592510012, 893: 0.6798006541488197, 968: 0.8772442416604704, 979: 0}",45,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,hispanic / latin,70.0,-1,banking / financial / real estate,,likes dogs and likes cats,other,no,english,Linear Classifiers/910.joblib
Magdalena Medrek,"{594: 0, 855: 0, 515: 0, 703: 1, 266: 0.45658896673775096, 978: 0.3046261072245884, 418: 0, 97: 0.9235568103675382, 434: 0.5487946580766243, 945: 0.6283297040976941, 100: 0.29766950980600915, 27: 0.4735371066923857, 878: 0, 746: 0, 305: 0.04631458163024349, 14: 0, 15: 0.32248616984009293, 137: 0, 188: 0.7140717345154026, 296: 0.2597087983263686, 323: 0.04520350530116146, 334: 0, 409: 0.14291294020367307, 431: 0.14755153952077937, 480: 0, 539: 0, 629: 0.7216866443739394, 726: 0.07502464900145411, 730: 0, 787: 0.4917198422599689, 869: 1, 877: 0.608262762041482}",48,single,m,straight,average,,socially,never,,hispanic / latin,68.0,-1,,has a kid,,,no,english,Linear Classifiers/179.joblib
Vonny Dudley,"{553: 0.6169929138394954, 624: 1, 86: 0.6695992407128859, 11: 0, 591: 1, 743: 0.6618412804421991, 425: 0, 359: 1, 71: 0, 997: 0.7622231884147452, 257: 0.7412128862325549, 963: 0, 900: 0.139251593859532, 216: 1, 824: 0.576639194536563, 574: 0.8486158104007893, 639: 0, 631: 0.6129239261594135, 20: 0, 23: 0.4531246244421512, 106: 0, 237: 0.5704952696135726, 250: 0.5061594760987553, 301: 0.5457859654879389, 337: 0.9938558991032584, 346: 0.6034706639932352, 456: 1, 541: 1, 579: 0.5200722039473513, 804: 1, 815: 0, 968: 0.14766624186426558}",26,single,m,straight,average,strictly anything,often,never,graduated from college/university,white,76.0,-1,political / government,,likes dogs,,sometimes,"english, french (okay)",Linear Classifiers/660.joblib
Darlleen Sibyls,"{201: 1, 552: 0.15883917017856897, 945: 0, 705: 0.6513339862677756, 592: 0.22905573882656283, 135: 0, 493: 0.0826003883883617, 769: 0, 625: 0.6046409351784505, 741: 1, 465: 0, 159: 0.41845685553541623, 319: 0.17821008920668113, 350: 0, 393: 0.951161661520167, 575: 0.1420840178154159, 626: 0, 867: 0.4246077065540397, 887: 1, 960: 0.044447690118655014, 985: 0.478289140214478}",23,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,67.0,30000,artistic / musical / writer,"doesn't have kids, and doesn't want any",likes dogs and likes cats,other,no,"english (fluently), chinese (okay)",Linear Classifiers/866.joblib
Riannon Bibi,"{887: 0.27196265002485376, 215: 0.29809902212483497, 11: 0.562428084982816, 266: 0, 180: 0.4540184893156596, 368: 0, 490: 0.5470286161932965, 510: 0.3263514322541985, 512: 0.4165117990994638, 627: 0.38828752318609094, 656: 0.22566105112535162, 784: 0.41439542046125943, 786: 0.05356945410430125, 899: 0, 909: 0.4852765875148721}",28,single,f,gay,average,,socially,never,,other,68.0,-1,,,,christianity,no,english,Linear Classifiers/232.joblib
Abbie Diogenes,"{246: 0, 128: 1, 834: 0, 848: 1, 339: 0.8014468438011644, 440: 1, 136: 1, 29: 0, 144: 0.6467072197963777, 160: 1, 408: 1, 599: 1, 616: 0, 625: 0.04671183036425042, 781: 0, 841: 1, 952: 0, 985: 0.9718122291098048}",29,single,m,straight,average,anything,socially,never,graduated from law school,white,74.0,-1,other,doesn't have kids,has dogs,catholicism,no,english,Linear Classifiers/444.joblib
Rozele Damarra,"{458: 1, 53: 1, 208: 0.8490083027948803, 355: 1, 366: 1, 545: 1, 550: 1, 564: 0.5586165589688603, 729: 1, 744: 0.24876748842458873, 913: 1}",42,single,f,straight,,,socially,never,,white,67.0,-1,education / academia,doesn't have kids,has dogs,christianity,no,english,Linear Classifiers/769.joblib
Zia Marijo,"{687: 0.19706756425631777, 930: 0.9130847484659252, 955: 0.3812037353110709, 638: 0.3558539453731999, 817: 0.24059160675151414, 683: 0.9857243936650972, 331: 1, 145: 0.09227128778312021, 256: 0, 381: 0.09192096573611908, 439: 0.7853319638085363, 463: 0.670678027034529, 495: 0.4201849260800712, 543: 0.3300729271792431, 660: 0.3363746565822554, 706: 0.009375041090237346, 875: 0.5773457767892776}",33,single,f,straight,thin,anything,not at all,never,graduated from college/university,white,60.0,-1,hospitality / travel,"doesn't have kids, but wants them",likes dogs,christianity but not too serious about it,no,english (fluently),Linear Classifiers/532.joblib
Lynnea Wesle,"{827: 0.5064247700984765, 841: 0, 122: 1, 907: 0.19142469851619914, 897: 0, 410: 1, 710: 0, 719: 0, 195: 0.8927871278399859, 709: 1, 868: 0, 75: 0.09203712674520759, 137: 0, 238: 0, 263: 0, 285: 1, 588: 1, 590: 1, 600: 0.5004428576932973, 765: 0, 795: 1, 989: 0}",52,single,m,straight,a little extra,anything,socially,never,graduated from high school,hispanic / latin,70.0,70000,other,has kids,,christianity,no,english,Linear Classifiers/185.joblib
Heddie Selway,"{83: 0.6018857634554351, 668: 0.5189970208460366, 988: 0.34154744406037985, 953: 0, 871: 0, 281: 0, 584: 0, 111: 1, 119: 0, 60: 0, 284: 1, 295: 0, 567: 1, 686: 0.11788994835512856, 718: 0.17875528230825122, 764: 0.9654090088660467, 790: 0, 873: 1, 891: 1, 906: 0.2673777503384329}",25,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,hispanic / latin,63.0,30000,sales / marketing / biz dev,"doesn't have kids, but might want them",likes dogs,catholicism but not too serious about it,trying to quit,english,Linear Classifiers/790.joblib
Correy Solitta,"{345: 1, 505: 0, 868: 0, 791: 1, 221: 0, 753: 1, 517: 1, 852: 0, 769: 0, 568: 0, 773: 1, 337: 0.02541461889986607, 241: 1, 860: 0, 4: 0, 279: 0.24061676054289904, 354: 0.48483520162391613, 395: 1, 407: 1, 590: 0.4169757086609991, 591: 1, 681: 1, 830: 0.8218477589996702, 895: 1, 993: 0}",61,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,68.0,-1,medicine / health,has kids,likes dogs and dislikes cats,catholicism but not too serious about it,no,english (fluently),Linear Classifiers/704.joblib
Brandise Hermes,"{269: 0, 704: 1, 20: 0.7306416858529774, 3: 0.08423266362943771, 957: 1, 602: 0.687133977351372, 344: 1, 653: 0.7381080494420256, 37: 0.7231862513487233, 38: 0, 47: 1, 133: 0.8687193433328457, 181: 1, 293: 0, 331: 0.7965963487402066, 338: 0.2874787957681937, 360: 1, 394: 0, 637: 0.05064161416493951, 721: 0, 828: 1, 866: 1}",28,single,m,straight,average,mostly anything,socially,never,graduated from masters program,white,71.0,-1,sales / marketing / biz dev,,,catholicism but not too serious about it,when drinking,english,Linear Classifiers/31.joblib
Melisent Noam,"{178: 0, 435: 0.44384071461596086, 33: 0.3482393507735395, 550: 0.3323467336017192, 454: 1, 130: 1, 126: 1, 223: 1, 415: 0.7607819237791364, 487: 0.7478102412450784, 657: 1, 788: 1, 800: 0.8515121007004751, 815: 0.5266403678339682, 912: 1, 953: 1}",35,single,m,straight,average,strictly vegetarian,not at all,sometimes,working on ph.d program,white,73.0,30000,student,,,hinduism,no,english,Linear Classifiers/703.joblib
Riannon Greenwald,"{438: 0.7099681784906409, 857: 1, 550: 1, 627: 1, 54: 0.7900665503619244, 155: 0.8057964971708316, 159: 1, 167: 0.7689392235218158, 279: 1, 416: 1, 461: 1, 477: 0.07550978677881126, 490: 0, 623: 0.08702155616799523, 683: 0.32161655346324913, 726: 0, 890: 0, 906: 0.8704210783452329, 947: 0.6439515132141267, 954: 0.47489601151198, 984: 0.4019906027454301}",34,single,m,straight,fit,,socially,never,graduated from masters program,middle eastern,72.0,-1,sales / marketing / biz dev,,,,no,"english (fluently), farsi (okay), spanish (okay)",Linear Classifiers/644.joblib
Lorie Valerio,"{602: 0.03292360994437882, 174: 0.8978187074740953, 157: 0.25802712476308454, 703: 0.10969984300042857, 23: 1, 525: 0.4351201491136081, 482: 1, 385: 0.307613662095906, 838: 0.8174133304321636, 648: 1, 547: 1, 567: 0.44100864311701127, 58: 0.4633836656416275, 159: 0.4970442602053229, 230: 0.800046384591206, 420: 0, 675: 1, 686: 0.7618064002090748, 954: 0.8589655072365545, 641: 0.1727149350733379, 555: 1, 93: 0.9965268835102337, 176: 0.8742760114994939, 227: 0.3439369515043609, 287: 0.5490216237893186, 362: 0.813049061296053, 681: 0.1347127380922153, 738: 0.717380675061909, 842: 0.7392758353164526, 952: 0.49289694385881866, 953: 1, 996: 0.6500000000013912}",59,single,f,straight,thin,,rarely,never,graduated from college/university,white,68.0,70000,,doesn't want kids,,christianity and somewhat serious about it,no,english,Linear Classifiers/754.joblib
Albertina McClimans,"{194: 1, 507: 0.37039885500785275, 604: 0, 77: 0, 767: 1, 454: 1, 664: 1, 210: 0, 999: 1, 184: 1, 549: 1, 666: 1, 260: 1, 534: 0.4611675854899673, 742: 0, 127: 1, 648: 0.9223612176931795, 437: 0.25961200767003234, 472: 1, 328: 0, 320: 1, 122: 0, 347: 0, 392: 0, 405: 0, 626: 0, 748: 1, 912: 0, 968: 0}",31,single,m,straight,athletic,,rarely,,graduated from masters program,black,77.0,-1,artistic / musical / writer,,has dogs,christianity and very serious about it,trying to quit,english (okay),Linear Classifiers/500.joblib
Gertrud Meter,"{600: 0, 597: 0.5996075045659044, 966: 0.2915674674803963, 443: 0.05365420770763585, 20: 0.4382572428602378, 54: 0, 191: 1, 248: 0.03881422264591006, 288: 0, 390: 0.9757788079487701, 534: 0.6317433723302459, 544: 0.7740048156773058, 684: 0.4244379863884209, 815: 0.9392264943949886}",19,single,m,straight,a little extra,,socially,,graduated from high school,white,73.0,20000,other,,has dogs and has cats,,no,english,Linear Classifiers/312.joblib
Danika Odysseus,"{464: 1, 52: 0, 114: 1, 442: 1, 320: 0, 503: 0.1517700583692907, 38: 0, 58: 1, 86: 0, 157: 0.28089215587587013, 268: 0.2731582777314774, 354: 0.2931842184026898, 393: 0, 457: 1, 470: 0.5898186926390849, 474: 0.3155613585820767, 600: 1, 709: 0.09890098697228389, 726: 1, 727: 1, 862: 1, 912: 0.8096994221073501}",29,single,f,straight,athletic,mostly anything,socially,never,graduated from masters program,white,68.0,-1,education / academia,,likes dogs and has cats,,no,english,Linear Classifiers/965.joblib
